,node,community_leiden
77647,48678,3
77648,49429,3
77649,142563,1
77650,126489,9
77651,127632,1
77652,146439,3
77653,149011,1
77654,108253,3
77655,55644,3
77656,110779,6
77657,118021,3
77658,81129,3
77659,19634,3
77660,3962,1
77661,90709,1
77662,43656,3
77663,104337,2
77664,64948,9
77665,41880,1
77666,109217,0
77667,100548,4
77668,92365,4
77669,10958,5
77670,145072,4
77671,21790,4
77672,158171,4
77673,88853,4
77674,62192,4
77675,158312,4
77676,26216,4
77677,156827,4
77678,75686,1
77679,101663,1
77680,136871,0
77681,4365,4
77682,123805,4
77683,28395,1
77684,18054,4
77685,19034,2
77686,142372,0
77687,16582,1
77688,69791,0
77689,123335,4
77690,39658,4
77691,84641,4
77692,75529,4
77693,20651,5
77694,933,5
77695,92002,4
77696,154506,2
77697,113879,1
77698,4134,0
77699,152183,4
77700,98535,0
77701,6648,1
77702,86203,4
77703,110523,4
77704,13949,5
77705,85013,1
77706,77071,0
77707,46349,4
77708,62220,4
77709,73363,2
77710,162160,4
77711,61343,0
77712,100502,1
77713,100291,1
77714,104770,1
77715,50331,1
77716,119136,0
77717,87733,1
77718,2174,1
77719,9129,0
77720,146604,1
77721,52988,1
77722,88105,1
77723,64617,5
77724,114234,4
77725,30476,4
77726,18026,4
77727,167565,4
77728,10329,1
77729,66382,5
77730,77340,5
77731,134081,4
77732,20820,1
77733,165256,4
77734,45487,4
77735,44777,2
77736,22975,4
77737,66436,1
77738,149506,4
77739,155940,0
77740,125335,3
77741,57169,4
77742,110275,3
77743,34515,0
77744,71864,5
77745,157675,4
77746,99219,4
77747,12235,3
77748,18828,1
77749,89314,0
77750,17549,0
77751,85082,3
77752,8782,4
77753,163688,4
77754,77834,4
77755,37925,3
77756,90734,5
77757,78676,1
77758,116606,4
77759,2413,0
77760,31706,4
77761,49049,0
77762,21553,0
77763,134430,3
77764,22761,4
77765,157722,4
77766,161819,4
77767,159074,1
77768,4722,0
77769,15513,4
77770,31285,1
77771,120307,3
77772,40250,5
77773,106188,3
77774,69839,1
77775,46214,4
77776,6315,5
77777,17269,0
77778,140202,5
77779,69999,1
77780,132449,4
77781,20100,1
77782,119873,2
77783,124812,4
77784,62666,1
77785,108903,4
77786,121108,5
77787,137188,1
77788,329,1
77789,140568,5
77790,158280,4
77791,42725,3
77792,107382,4
77793,124803,4
77794,47111,4
77795,28881,5
77796,87151,1
77797,1857,4
77798,11696,4
77799,18119,4
77800,43233,3
77801,57014,4
77802,32011,4
77803,70656,5
77804,35233,0
77805,159131,0
77806,4329,0
77807,9954,3
77808,73567,4
77809,57421,1
77810,39123,4
77811,79100,3
77812,157840,2
77813,24690,4
77814,102727,1
77815,19059,4
77816,10047,1
77817,24916,4
77818,105083,4
77819,21633,1
77820,129095,3
77821,20794,4
77822,82161,1
77823,98096,5
77824,74453,4
77825,142655,4
77826,75337,4
77827,15909,4
77828,115940,1
77829,27688,4
77830,41610,0
77831,143106,4
77832,77033,0
77833,26854,4
77834,92195,1
77835,71412,4
77836,88549,4
77837,49039,2
77838,48151,4
77839,109866,4
77840,50974,4
77841,71439,5
77842,1622,1
77843,36195,0
77844,121537,3
77845,100015,4
77846,115957,3
77847,118578,1
77848,45936,4
77849,59526,4
77850,26244,0
77851,52352,4
77852,89265,4
77853,4864,1
77854,69102,1
77855,106099,1
77856,113913,4
77857,35579,4
77858,104591,1
77859,153495,2
77860,90460,3
77861,28561,4
77862,167078,4
77863,33255,1
77864,51454,4
77865,78765,1
77866,125643,4
77867,82264,4
77868,163711,3
77869,43875,0
77870,47546,4
77871,14420,4
77872,8627,4
77873,45395,1
77874,131103,1
77875,74120,4
77876,112589,0
77877,40307,4
77878,9137,4
77879,160057,1
77880,76102,4
77881,89283,4
77882,97319,1
77883,133368,3
77884,73432,5
77885,62548,3
77886,109612,3
77887,140987,4
77888,82050,2
77889,118758,3
77890,83653,4
77891,157822,4
77892,79856,3
77893,166348,1
77894,100699,4
77895,107714,0
77896,89291,4
77897,11308,4
77898,68440,2
77899,115810,3
77900,85255,2
77901,122549,4
77902,114184,3
77903,119369,0
77904,37084,0
77905,59831,5
77906,88217,4
77907,55475,3
77908,129588,1
77909,144334,4
77910,157307,4
77911,26198,1
77912,122539,1
77913,13727,5
77914,145493,2
77915,132751,4
77916,79619,4
77917,44489,2
77918,87759,1
77919,152220,1
77920,68879,5
77921,9109,2
77922,159465,0
77923,126734,1
77924,99195,1
77925,40521,1
77926,115331,2
77927,58719,5
77928,6156,4
77929,9215,1
77930,111337,5
77931,9030,5
77932,164363,5
77933,8154,5
77934,24202,3
77935,701,4
77936,129311,3
77937,69086,1
77938,48909,4
77939,136,5
77940,102899,3
77941,121225,0
77942,141,1
77943,57617,4
77944,16821,4
77945,98822,4
77946,108103,0
77947,14071,4
77948,110971,5
77949,105709,5
77950,69587,1
77951,130554,1
77952,76784,4
77953,113229,1
77954,135981,4
77955,87010,1
77956,154329,2
77957,42278,4
77958,151705,4
77959,42320,4
77960,5358,0
77961,33809,1
77962,37582,4
77963,19081,4
77964,146830,0
77965,163655,4
77966,50294,3
77967,81807,4
77968,126065,2
77969,46920,1
77970,78298,0
77971,154280,4
77972,148139,4
77973,76292,1
77974,101885,0
77975,69923,4
77976,76866,4
77977,120873,5
77978,67151,4
77979,27253,1
77980,10215,4
77981,85953,1
77982,161086,4
77983,71148,3
77984,79934,3
77985,87486,4
77986,13301,0
77987,30548,4
77988,159617,4
77989,129272,4
77990,146708,4
77991,164235,4
77992,90872,1
77993,66275,4
77994,124187,4
77995,146484,4
77996,137267,4
77997,8752,4
77998,152855,1
77999,36366,3
78000,22396,4
78001,143551,2
78002,117405,4
78003,157679,4
78004,144435,5
78005,131090,3
78006,166095,4
78007,79280,1
78008,110745,3
78009,115686,4
78010,119039,4
78011,32787,4
78012,57606,4
78013,142119,1
78014,30385,4
78015,123607,3
78016,84792,0
78017,140226,2
78018,46068,1
78019,111424,4
78020,83219,0
78021,99814,1
78022,52621,4
78023,114193,4
78024,111884,4
78025,87919,1
78026,88794,4
78027,127622,1
78028,126298,5
78029,76839,4
78030,35692,4
78031,47187,4
78032,130900,1
78033,134441,3
78034,1683,5
78035,159978,0
78036,146036,1
78037,149316,1
78038,20190,1
78039,122971,4
78040,80126,5
78041,111065,1
78042,59535,3
78043,53138,4
78044,97789,5
78045,109245,4
78046,66294,4
78047,36255,3
78048,82844,1
78049,50458,5
78050,154245,2
78051,35034,1
78052,51153,0
78053,49809,4
78054,65586,1
78055,57863,0
78056,99115,1
78057,76056,2
78058,50371,1
78059,49325,0
78060,90164,10
78061,128590,0
78062,62194,0
78063,106925,2
78064,107357,1
78065,56854,3
78066,88378,0
78067,43145,4
78068,167812,5
78069,31044,3
78070,46082,5
78071,49376,2
78072,9389,2
78073,167776,1
78074,153709,1
78075,167617,0
78076,59869,5
78077,63914,0
78078,118782,1
78079,156308,1
78080,118492,0
78081,131049,0
78082,127016,0
78083,128524,3
78084,94965,3
78085,155970,1
78086,109814,1
78087,93280,3
78088,29028,0
78089,106371,1
78090,125548,6
78091,130836,2
78092,147290,0
78093,87126,1
78094,22804,4
78095,124795,6
78096,40398,6
78097,57181,1
78098,97192,1
78099,118167,3
78100,151859,6
78101,132382,3
78102,11959,4
78103,80468,1
78104,1807,3
78105,31415,3
78106,116456,3
78107,139194,3
78108,152741,0
78109,85496,6
78110,43554,0
78111,29483,3
78112,45366,3
78113,50494,1
78114,67200,3
78115,79557,0
78116,69054,4
78117,58537,1
78118,7001,1
78119,98629,3
78120,71256,1
78121,47845,4
78122,42315,3
78123,42337,3
78124,17408,3
78125,7346,3
78126,86886,3
78127,5474,3
78128,124997,1
78129,55607,1
78130,55702,3
78131,100576,3
78132,8802,1
78133,167241,3
78134,105982,1
78135,141301,1
78136,120637,7
78137,52669,3
78138,111503,3
78139,88844,3
78140,108544,3
78141,79928,3
78142,38625,3
78143,96433,0
78144,64131,1
78145,161021,1
78146,136017,3
78147,70801,3
78148,124728,3
78149,159294,3
78150,45638,3
78151,67233,3
78152,51521,3
78153,105664,4
78154,34228,7
78155,104718,1
78156,70205,1
78157,146859,4
78158,7815,1
78159,21263,1
78160,47861,3
78161,50582,3
78162,40306,3
78163,39436,1
78164,35160,3
78165,111484,1
78166,117235,1
78167,157504,3
78168,111343,3
78169,84127,3
78170,115507,3
78171,41184,3
78172,75629,3
78173,125818,0
78174,3230,5
78175,70787,1
78176,79431,3
78177,83077,3
78178,140344,1
78179,45609,1
78180,834,0
78181,21066,1
78182,30891,3
78183,153387,0
78184,122811,0
78185,124484,0
78186,15883,3
78187,26320,1
78188,18873,3
78189,88308,0
78190,35023,1
78191,72058,1
78192,1262,1
78193,93414,3
78194,148874,6
78195,107051,3
78196,84247,2
78197,158886,1
78198,167949,3
78199,27095,1
78200,45174,0
78201,92991,3
78202,28150,3
78203,748,0
78204,137232,1
78205,152279,3
78206,5337,3
78207,27020,1
78208,158629,3
78209,79383,0
78210,137414,1
78211,34065,3
78212,165145,3
78213,60355,4
78214,73160,3
78215,145401,3
78216,63081,3
78217,106674,3
78218,115791,1
78219,123938,3
78220,4392,1
78221,48793,3
78222,122708,2
78223,84145,3
78224,105415,5
78225,33983,3
78226,142776,0
78227,22811,0
78228,45661,3
78229,85699,1
78230,149253,3
78231,58608,1
78232,101756,3
78233,17155,7
78234,112756,1
78235,133449,1
78236,48299,1
78237,142935,1
78238,144834,1
78239,160968,3
78240,91100,0
78241,116214,1
78242,148618,3
78243,30648,3
78244,41255,4
78245,4630,1
78246,891,1
78247,93319,0
78248,156749,4
78249,32598,1
78250,125904,1
78251,155354,1
78252,91781,3
78253,45018,1
78254,134828,4
78255,144122,1
78256,119553,3
78257,94371,0
78258,33468,4
78259,65912,3
78260,47769,0
78261,67959,0
78262,649,0
78263,92703,3
78264,121912,3
78265,48603,3
78266,22821,1
78267,34021,3
78268,91736,0
78269,66590,3
78270,131982,3
78271,160662,0
78272,150329,0
78273,57660,1
78274,78572,1
78275,56209,3
78276,14932,3
78277,87158,1
78278,63586,3
78279,42629,3
78280,57596,3
78281,24793,1
78282,5457,3
78283,93052,1
78284,56821,1
78285,133155,1
78286,108607,3
78287,81608,3
78288,122545,9
78289,95916,0
78290,52810,3
78291,96264,1
78292,154613,1
78293,50827,1
78294,62913,1
78295,130190,0
78296,142999,3
78297,12009,0
78298,37658,0
78299,54067,0
78300,37383,3
78301,79244,3
78302,89629,5
78303,156723,1
78304,128373,1
78305,107822,1
78306,140939,3
78307,93883,3
78308,36905,3
78309,86259,0
78310,112509,4
78311,112768,1
78312,138717,1
78313,114925,0
78314,108315,1
78315,70473,1
78316,33130,3
78317,77679,0
78318,85289,4
78319,110536,1
78320,33282,1
78321,84287,1
78322,100317,3
78323,86514,0
78324,160787,3
78325,107861,1
78326,83319,3
78327,166270,3
78328,71743,0
78329,21165,4
78330,86355,3
78331,68133,3
78332,112359,1
78333,69649,1
78334,147674,1
78335,92401,1
78336,131184,3
78337,145273,0
78338,159701,1
78339,43437,3
78340,42161,3
78341,39125,3
78342,116976,3
78343,105472,3
78344,47026,1
78345,1544,3
78346,48642,1
78347,81119,3
78348,156413,3
78349,17336,1
78350,12137,1
78351,27414,1
78352,74772,3
78353,149270,0
78354,45983,1
78355,138518,3
78356,133547,3
78357,92716,1
78358,81225,1
78359,108739,0
78360,57314,0
78361,124334,1
78362,16034,0
78363,26581,0
78364,140559,0
78365,157820,0
78366,137859,3
78367,142240,9
78368,21270,3
78369,152331,1
78370,22920,3
78371,54821,3
78372,74038,3
78373,132166,3
78374,53273,3
78375,130074,0
78376,70165,0
78377,31424,0
78378,163264,0
78379,86089,3
78380,122707,1
78381,87631,3
78382,151204,3
78383,84163,1
78384,25240,0
78385,52967,3
78386,87384,0
78387,154615,3
78388,130081,11
78389,51318,1
78390,51990,1
78391,36187,1
78392,138597,3
78393,118646,5
78394,123533,1
78395,162595,3
78396,50360,3
78397,41470,1
78398,66720,1
78399,22152,3
78400,129727,1
78401,22945,1
78402,8914,0
78403,121487,3
78404,43731,3
78405,44914,0
78406,150239,3
78407,128670,3
78408,88677,1
78409,17072,3
78410,85105,4
78411,132324,1
78412,2232,3
78413,154628,1
78414,63178,7
78415,107478,1
78416,33998,3
78417,75743,11
78418,12935,0
78419,10023,3
78420,28816,3
78421,77670,3
78422,32692,1
78423,13706,3
78424,85184,3
78425,95066,1
78426,160441,11
78427,139103,1
78428,41351,2
78429,58416,1
78430,99572,3
78431,23263,3
78432,167927,3
78433,11146,1
78434,107198,1
78435,107606,1
78436,21004,3
78437,120358,1
78438,148826,3
78439,42185,3
78440,78811,3
78441,145212,3
78442,143041,1
78443,58497,1
78444,67858,3
78445,144002,2
78446,99941,3
78447,83743,1
78448,118696,3
78449,129023,3
78450,164048,3
78451,128581,4
78452,144897,3
78453,78698,4
78454,6650,3
78455,1795,1
78456,112115,0
78457,89442,0
78458,16602,3
78459,70272,9
78460,90557,1
78461,41523,1
78462,53626,5
78463,105008,0
78464,96344,3
78465,29006,1
78466,148954,3
78467,121218,4
78468,150499,1
78469,118898,3
78470,158503,3
78471,70994,3
78472,102124,1
78473,92430,7
78474,92856,3
78475,40061,3
78476,50918,1
78477,14110,3
78478,68144,3
78479,120647,3
78480,145347,3
78481,116693,3
78482,140188,5
78483,8388,3
78484,73431,3
78485,12420,3
78486,132124,3
78487,42752,3
78488,59534,3
78489,106793,3
78490,25232,0
78491,79132,0
78492,14486,0
78493,126842,3
78494,38484,0
78495,57148,5
78496,64323,5
78497,97971,4
78498,143363,2
78499,147116,4
78500,6152,5
78501,64283,1
78502,40455,0
78503,72137,4
78504,31981,5
78505,49104,0
78506,10508,2
78507,131947,1
78508,92760,3
78509,154823,0
78510,53523,2
78511,108255,4
78512,95322,0
78513,133131,2
78514,7501,4
78515,34481,0
78516,37712,4
78517,31917,3
78518,4446,5
78519,77160,2
78520,115170,3
78521,84879,4
78522,97961,5
78523,89862,4
78524,3196,0
78525,29069,1
78526,107182,2
78527,33060,0
78528,70386,2
78529,95946,2
78530,45014,5
78531,73621,2
78532,127248,2
78533,58251,5
78534,5906,3
78535,72720,5
78536,22459,2
78537,146704,4
78538,67275,4
78539,69680,1
78540,79836,0
78541,56967,1
78542,25105,9
78543,18830,0
78544,20353,2
78545,159304,1
78546,143234,4
78547,43256,0
78548,2999,4
78549,121771,0
78550,98678,17
78551,48932,2
78552,5227,1
78553,78786,1
78554,2278,0
78555,78276,5
78556,141070,1
78557,14528,4
78558,47741,5
78559,18545,5
78560,14076,4
78561,70826,3
78562,149737,0
78563,168007,5
78564,127418,2
78565,65857,1
78566,148515,0
78567,110171,2
78568,79169,1
78569,164509,1
78570,21000,4
78571,25612,2
78572,3611,5
78573,117834,0
78574,159328,4
78575,136189,0
78576,105775,5
78577,93455,4
78578,53062,2
78579,123948,4
78580,98812,7
78581,164255,5
78582,12885,0
78583,47467,5
78584,120001,4
78585,19933,3
78586,77773,3
78587,115700,4
78588,118608,5
78589,108304,0
78590,90240,2
78591,20251,2
78592,164095,0
78593,140588,0
78594,62037,1
78595,1977,5
78596,167697,1
78597,41596,1
78598,64043,1
78599,154674,2
78600,133186,4
78601,16117,4
78602,128397,2
78603,30776,0
78604,146212,0
78605,52885,4
78606,129850,2
78607,148777,2
78608,103022,1
78609,12053,0
78610,52455,2
78611,32945,4
78612,152755,0
78613,33113,2
78614,130781,0
78615,49572,3
78616,14657,4
78617,37613,0
78618,138790,2
78619,89493,5
78620,19600,2
78621,50111,5
78622,138918,0
78623,24527,0
78624,13227,1
78625,160240,4
78626,102920,1
78627,115026,5
78628,144727,5
78629,160226,0
78630,33156,0
78631,53761,4
78632,125919,1
78633,163746,0
78634,152330,2
78635,94454,5
78636,10881,4
78637,155597,2
78638,33256,0
78639,7955,1
78640,45904,4
78641,127646,0
78642,98019,0
78643,35178,2
78644,154104,5
78645,80737,1
78646,23767,1
78647,164405,1
78648,42321,4
78649,101966,1
78650,48237,5
78651,10351,3
78652,16305,0
78653,71434,1
78654,163309,1
78655,142370,0
78656,138145,4
78657,22342,4
78658,149780,4
78659,112102,3
78660,1606,5
78661,33124,3
78662,153430,2
78663,47710,0
78664,63360,0
78665,10698,5
78666,25201,2
78667,40680,1
78668,87305,5
78669,66713,4
78670,118382,0
78671,166913,4
78672,23768,2
78673,143796,4
78674,151950,0
78675,578,0
78676,145266,4
78677,3312,5
78678,127147,1
78679,66377,1
78680,155501,1
78681,15085,0
78682,36919,4
78683,3073,0
78684,15637,0
78685,140795,0
78686,102375,9
78687,80377,1
78688,41076,5
78689,3393,5
78690,167726,2
78691,15091,1
78692,53480,4
78693,12999,3
78694,167763,5
78695,53057,0
78696,96266,2
78697,95987,2
78698,106200,4
78699,77479,3
78700,82613,1
78701,13530,2
78702,135470,3
78703,59109,4
78704,58304,4
78705,96600,1
78706,102598,2
78707,122718,5
78708,91499,0
78709,130230,5
78710,60391,5
78711,111550,17
78712,76480,1
78713,131880,5
78714,62210,0
78715,35943,0
78716,123216,5
78717,42682,0
78718,165606,0
78719,2751,4
78720,161000,2
78721,33587,10
78722,52799,1
78723,73068,4
78724,140818,4
78725,147629,4
78726,39519,1
78727,28026,4
78728,80574,3
78729,114367,0
78730,84269,4
78731,54259,0
78732,54834,0
78733,157935,1
78734,74020,5
78735,52717,4
78736,8702,4
78737,133933,2
78738,166728,4
78739,157563,5
78740,104908,4
78741,91051,2
78742,104275,0
78743,111053,4
78744,89216,8
78745,146809,0
78746,69292,0
78747,13774,1
78748,15811,0
78749,137589,0
78750,18925,4
78751,77956,0
78752,144989,2
78753,102980,5
78754,48129,4
78755,39790,4
78756,28722,0
78757,148952,0
78758,75295,2
78759,71290,8
78760,99309,5
78761,39015,1
78762,14928,2
78763,91892,1
78764,93827,0
78765,134384,4
78766,97077,5
78767,9429,1
78768,138674,0
78769,83641,1
78770,140356,4
78771,142625,0
78772,121087,1
78773,105782,4
78774,121139,0
78775,144494,1
78776,116255,5
78777,133877,2
78778,4311,4
78779,3885,5
78780,72155,2
78781,5497,2
78782,65330,4
78783,26882,4
78784,43591,5
78785,4442,0
78786,1993,1
78787,4876,4
78788,142701,5
78789,145578,0
78790,164936,5
78791,148564,4
78792,122736,5
78793,124084,3
78794,101831,5
78795,125169,2
78796,121595,1
78797,156742,0
78798,91067,2
78799,165403,1
78800,149882,4
78801,153510,4
78802,140412,5
78803,119524,1
78804,163892,4
78805,9527,4
78806,137256,5
78807,127866,2
78808,149346,0
78809,69558,5
78810,69369,2
78811,145188,5
78812,50816,0
78813,136519,1
78814,123352,4
78815,153244,0
78816,26558,0
78817,115312,3
78818,83212,4
78819,112942,4
78820,91810,1
78821,18583,0
78822,26124,4
78823,158689,4
78824,32150,1
78825,24607,0
78826,139466,3
78827,153408,1
78828,122329,0
78829,136458,0
78830,125505,3
78831,31269,1
78832,135227,2
78833,67329,0
78834,19455,3
78835,151783,3
78836,72081,3
78837,59090,4
78838,97723,1
78839,72507,0
78840,150077,3
78841,120407,1
78842,86714,0
78843,107860,1
78844,11813,9
78845,32899,3
78846,9587,1
78847,120294,1
78848,81607,0
78849,63410,0
78850,77913,0
78851,101391,0
78852,57638,2
78853,108621,1
78854,113285,1
78855,13274,1
78856,29427,1
78857,70776,1
78858,157525,5
78859,109318,4
78860,69551,4
78861,75055,1
78862,31969,1
78863,135888,2
78864,67700,1
78865,159059,4
78866,86150,1
78867,93634,1
78868,127561,1
78869,58175,0
78870,31818,0
78871,150352,0
78872,125654,0
78873,150745,1
78874,32340,0
78875,109132,0
78876,158075,2
78877,62090,0
78878,54069,2
78879,102644,1
78880,24772,0
78881,80317,0
78882,38494,5
78883,112325,0
78884,146242,3
78885,134148,1
78886,134611,0
78887,128031,1
78888,18048,4
78889,85320,1
78890,9072,1
78891,28364,1
78892,22412,2
78893,135866,1
78894,156392,0
78895,162230,0
78896,139421,2
78897,77423,0
78898,38723,1
78899,146816,3
78900,87163,0
78901,9889,0
78902,121120,0
78903,137252,10
78904,72120,1
78905,159853,0
78906,47274,3
78907,11864,1
78908,42309,1
78909,80435,3
78910,1307,0
78911,71860,0
78912,85355,4
78913,21413,2
78914,153574,4
78915,52015,5
78916,111002,3
78917,112351,0
78918,39536,0
78919,122525,1
78920,57222,2
78921,109931,0
78922,97761,0
78923,91027,1
78924,135979,1
78925,88622,4
78926,29783,1
78927,113455,0
78928,69370,0
78929,108952,2
78930,82387,0
78931,160508,0
78932,11578,3
78933,50127,0
78934,139330,0
78935,139569,1
78936,88910,0
78937,32710,0
78938,91322,1
78939,36120,4
78940,81319,0
78941,79897,1
78942,126799,0
78943,152266,0
78944,145915,7
78945,51483,5
78946,64661,0
78947,153656,0
78948,134355,0
78949,85310,4
78950,151518,0
78951,114590,0
78952,154648,0
78953,97119,0
78954,125095,3
78955,118959,0
78956,41900,3
78957,42592,1
78958,154566,0
78959,79559,0
78960,95658,0
78961,97060,0
78962,66439,4
78963,141964,0
78964,101119,0
78965,36965,3
78966,131782,0
78967,134678,0
78968,158993,1
78969,73581,2
78970,136932,1
78971,154398,3
78972,132918,4
78973,162300,1
78974,46959,0
78975,56469,1
78976,133028,2
78977,158089,0
78978,158256,2
78979,120572,1
78980,60681,0
78981,154997,3
78982,71877,0
78983,123600,2
78984,46565,0
78985,119514,0
78986,146765,0
78987,49984,5
78988,127745,8
78989,102196,2
78990,54110,0
78991,139398,0
78992,111014,1
78993,31528,1
78994,143477,0
78995,90764,0
78996,11404,1
78997,159347,1
78998,114736,3
78999,41776,0
79000,68122,0
79001,55533,2
79002,109491,1
79003,33829,0
79004,24886,0
79005,127409,4
79006,124913,10
79007,10752,4
79008,39187,0
79009,95308,3
79010,37232,4
79011,126986,2
79012,95558,3
79013,166693,1
79014,9450,10
79015,159385,1
79016,49885,0
79017,55571,0
79018,93130,0
79019,132801,0
79020,12492,7
79021,38717,0
79022,61013,4
79023,166775,1
79024,71273,1
79025,99240,0
79026,53202,0
79027,21585,1
79028,59751,4
79029,156545,7
79030,80474,1
79031,78462,1
79032,849,0
79033,116469,0
79034,132759,0
79035,145572,4
79036,91685,3
79037,83992,2
79038,133906,4
79039,67778,1
79040,154253,1
79041,55063,1
79042,25972,0
79043,146845,0
79044,144084,3
79045,140554,0
79046,111969,4
79047,2071,1
79048,98231,5
79049,167933,0
79050,119229,1
79051,51628,2
79052,136596,2
79053,137985,4
79054,80779,1
79055,121213,4
79056,136914,9
79057,39697,3
79058,2890,3
79059,101394,1
79060,66042,1
79061,91796,1
79062,29744,1
79063,95109,3
79064,84401,3
79065,71378,3
79066,50690,3
79067,98474,1
79068,146299,3
79069,153853,3
79070,31062,3
79071,138574,3
79072,17950,3
79073,116020,1
79074,54655,3
79075,38538,3
79076,143940,7
79077,164617,3
79078,57787,3
79079,78295,3
79080,131433,3
79081,5300,3
79082,89866,3
79083,152718,3
79084,144120,3
79085,84404,3
79086,79774,1
79087,69205,5
79088,37944,3
79089,17103,1
79090,64370,3
79091,86413,3
79092,8063,1
79093,64412,5
79094,129901,3
79095,159497,3
79096,75342,1
79097,146013,1
79098,105197,3
79099,86707,3
79100,13284,1
79101,114312,3
79102,27910,1
79103,45874,3
79104,122900,1
79105,51661,3
79106,151996,1
79107,146250,1
79108,111724,3
79109,55470,3
79110,155072,1
79111,112774,1
79112,72761,1
79113,107348,1
79114,118127,3
79115,116527,3
79116,42985,3
79117,130289,0
79118,163751,3
79119,54240,3
79120,31455,3
79121,29122,1
79122,20271,3
79123,2590,3
79124,112056,3
79125,88333,3
79126,115712,3
79127,85040,1
79128,123430,1
79129,159589,3
79130,67220,3
79131,75879,3
79132,35935,0
79133,138873,3
79134,101469,3
79135,148351,3
79136,121988,3
79137,106758,3
79138,57024,3
79139,60871,1
79140,16889,5
79141,96694,1
79142,139426,3
79143,26314,3
79144,128013,3
79145,154660,1
79146,152941,3
79147,150089,1
79148,104582,3
79149,45147,3
79150,26445,0
79151,12444,1
79152,69927,0
79153,9701,6
79154,107441,1
79155,78355,3
79156,122196,1
79157,160444,0
79158,166729,3
79159,143020,3
79160,158054,1
79161,123881,3
79162,146455,6
79163,115435,3
79164,89801,1
79165,12580,3
79166,142093,3
79167,108168,6
79168,116907,1
79169,33204,6
79170,3897,0
79171,99540,3
79172,78747,1
79173,93193,2
79174,75090,1
79175,77718,0
79176,151183,1
79177,152032,5
79178,114128,6
79179,166557,3
79180,166163,1
79181,63161,1
79182,129746,3
79183,14560,0
79184,109002,3
79185,105175,3
79186,142215,1
79187,97480,0
79188,81328,3
79189,71384,3
79190,146465,0
79191,163072,3
79192,897,4
79193,159773,3
79194,145566,0
79195,6645,1
79196,10764,0
79197,157973,0
79198,151001,3
79199,60822,3
79200,77142,0
79201,162890,0
79202,97320,0
79203,97534,1
79204,13725,1
79205,58699,1
79206,61281,3
79207,9397,0
79208,126185,3
79209,139813,3
79210,73608,1
79211,70682,0
79212,77851,3
79213,129602,6
79214,12244,1
79215,63015,0
79216,2933,1
79217,165842,0
79218,122739,1
79219,13865,4
79220,73073,0
79221,163935,3
79222,46193,3
79223,127980,0
79224,8485,0
79225,106159,3
79226,23125,0
79227,159268,1
79228,118246,6
79229,113545,7
79230,126503,1
79231,2130,0
79232,153739,0
79233,3309,0
79234,60447,0
79235,100600,0
79236,41989,3
79237,121030,0
79238,44827,4
79239,8800,4
79240,82305,5
79241,34418,6
79242,29409,1
79243,106728,0
79244,1411,1
79245,68605,8
79246,8893,0
79247,109221,4
79248,38111,3
79249,147387,5
79250,124091,1
79251,104756,5
79252,83761,0
79253,69767,3
79254,128498,1
79255,158063,3
79256,48573,1
79257,29228,5
79258,21579,8
79259,31870,5
79260,154217,0
79261,30451,2
79262,58810,5
79263,4857,3
79264,115855,5
79265,104920,5
79266,14564,5
79267,51675,4
79268,43529,5
79269,65616,4
79270,59863,2
79271,106155,1
79272,164585,9
79273,76073,1
79274,14309,10
79275,59624,4
79276,26774,2
79277,11844,2
79278,79588,8
79279,85991,5
79280,65110,5
79281,92099,4
79282,96111,2
79283,89994,5
79284,147831,5
79285,157348,4
79286,52399,4
79287,4667,5
79288,61122,4
79289,6232,5
79290,32237,4
79291,166377,2
79292,8121,4
79293,155026,7
79294,24184,1
79295,25584,3
79296,11848,1
79297,144362,5
79298,18968,3
79299,32410,0
79300,39662,1
79301,161127,1
79302,69434,10
79303,62357,9
79304,113142,3
79305,33876,0
79306,108789,0
79307,100500,11
79308,146867,5
79309,23166,6
79310,15058,10
79311,21032,3
79312,39209,0
79313,78730,17
79314,115517,4
79315,47880,2
79316,154734,5
79317,28555,1
79318,105411,1
79319,14457,1
79320,41621,0
79321,153990,9
79322,5339,4
79323,90894,3
79324,81831,3
79325,114658,2
79326,162140,4
79327,67183,4
79328,8258,4
79329,43643,7
79330,9166,5
79331,65690,3
79332,85466,10
79333,65676,1
79334,2620,0
79335,138884,6
79336,50528,4
79337,9675,8
79338,116057,5
79339,151557,3
79340,9421,0
79341,135996,2
79342,88030,4
79343,124743,1
79344,146742,5
79345,19415,6
79346,133662,4
79347,57093,11
79348,86869,5
79349,85935,8
79350,122680,5
79351,23778,4
79352,5125,7
79353,15260,0
79354,39817,6
79355,23636,5
79356,94085,3
79357,55132,3
79358,7622,3
79359,106307,5
79360,76910,1
79361,120790,1
79362,1761,1
79363,63156,4
79364,24034,5
79365,78466,4
79366,34702,5
79367,166319,1
79368,99664,1
79369,94208,3
79370,222,1
79371,122061,4
79372,17926,1
79373,157867,2
79374,28953,3
79375,48153,2
79376,163843,5
79377,148825,3
79378,39386,4
79379,136820,4
79380,52356,5
79381,107381,1
79382,117075,4
79383,63222,1
79384,1222,5
79385,164935,5
79386,51774,1
79387,29674,3
79388,130371,5
79389,44139,1
79390,12550,4
79391,101785,10
79392,65481,1
79393,157423,1
79394,145630,3
79395,98233,4
79396,113400,0
