,node,community
74953,38262,1
74954,77799,11
74955,108289,2
74956,34675,3
74957,146797,1
74958,81610,1
74959,137608,1
74960,31298,1
74961,66697,1
74962,47402,11
74963,85754,3
74964,114526,5
74965,50574,1
74966,62027,13
74967,48255,3
74968,95572,1
74969,24304,0
74970,164203,0
74971,68727,8
74972,132823,1
74973,3302,3
74974,24894,3
74975,83405,11
74976,126233,3
74977,117467,5
74978,107856,11
74979,30075,0
74980,63268,1
74981,132781,3
74982,20272,1
74983,104090,4
74984,2124,1
74985,35022,3
74986,6604,1
74987,21314,3
74988,128262,3
74989,54802,2
74990,130459,2
74991,89661,3
74992,137553,1
74993,107491,0
74994,36300,11
74995,95596,1
74996,65851,2
74997,53227,1
74998,119602,13
74999,155070,4
75000,8866,3
75001,112426,1
75002,132789,0
75003,163398,1
75004,75022,3
75005,45104,3
75006,17700,13
75007,15364,8
75008,46112,1
75009,31966,1
75010,104378,1
75011,29769,0
75012,161548,3
75013,98890,1
75014,135119,1
75015,78752,29
75016,95040,0
75017,164117,3
75018,103920,3
75019,80469,1
75020,152653,3
75021,141793,0
75022,71343,29
75023,11680,3
75024,92112,0
75025,55687,3
75026,24038,3
75027,17120,3
75028,5858,1
75029,135742,3
75030,134350,1
75031,5194,0
75032,49588,2
75033,118270,1
75034,92042,11
75035,108102,3
75036,45144,1
75037,48879,1
75038,155168,2
75039,65523,3
75040,119696,0
75041,51040,0
75042,97976,0
75043,11394,2
75044,123906,0
75045,9103,0
75046,128507,0
75047,125518,11
75048,145594,2
75049,163445,0
75050,124689,0
75051,146927,3
75052,82926,3
75053,3861,0
75054,80129,1
75055,37302,3
75056,152805,3
75057,167689,1
75058,132424,0
75059,117861,3
75060,21600,1
75061,4366,2
75062,116909,1
75063,119813,1
75064,105804,1
75065,123359,2
75066,154334,0
75067,161844,1
75068,37538,3
75069,135230,3
75070,125547,0
75071,151118,0
75072,5299,2
75073,8692,0
75074,86991,3
75075,154458,3
75076,156801,3
75077,109717,1
75078,119149,1
75079,95220,3
75080,116289,1
75081,158406,1
75082,34464,1
75083,111033,3
75084,52463,11
75085,96120,1
75086,28684,0
75087,152642,3
75088,37272,1
75089,38473,11
75090,111708,1
75091,91047,1
75092,158640,1
75093,120622,3
75094,9278,1
75095,149645,1
75096,56214,3
75097,146907,1
75098,42724,11
75099,43019,13
75100,66335,3
75101,81311,3
75102,149313,3
75103,20801,2
75104,42274,1
75105,24505,1
75106,72608,1
75107,127415,3
75108,6288,3
75109,111246,11
75110,21243,0
75111,111665,3
75112,46286,3
75113,63582,3
75114,80179,3
75115,89849,3
75116,2741,3
75117,66550,1
75118,129753,0
75119,81016,1
75120,37861,1
75121,72730,11
75122,85263,1
75123,116082,3
75124,33023,1
75125,47225,1
75126,113518,3
75127,12631,1
75128,127269,2
75129,128443,1
75130,25883,0
75131,31481,2
75132,39643,3
75133,86879,1
75134,42654,1
75135,129897,3
75136,154029,3
75137,15236,3
75138,121241,1
75139,8094,29
75140,21282,29
75141,18131,3
75142,55349,3
75143,71871,3
75144,43727,15
75145,101508,0
75146,34639,0
75147,115884,3
75148,88396,2
75149,90643,1
75150,161664,0
75151,86284,13
75152,10232,1
75153,110998,4
75154,88585,1
75155,148007,3
75156,55584,11
75157,135281,16
75158,88112,1
75159,43358,3
75160,143431,3
75161,80235,1
75162,146696,1
75163,78140,3
75164,120844,1
75165,99488,3
75166,54789,3
75167,133487,0
75168,116223,11
75169,44266,13
75170,53998,3
75171,108805,3
75172,82425,1
75173,128252,3
75174,37643,0
75175,159152,3
75176,21662,2
75177,71868,1
75178,78983,2
75179,97521,1
75180,31493,1
75181,20775,29
75182,32270,3
75183,124370,1
75184,12147,0
75185,115162,3
75186,148023,3
75187,40255,1
75188,1703,3
75189,31893,3
75190,123247,1
75191,83551,2
75192,112639,1
75193,60373,1
75194,148534,3
75195,148485,3
75196,160604,13
75197,148528,11
75198,5380,3
75199,146875,3
75200,86995,3
75201,23686,2
75202,113385,13
75203,40243,17
75204,100360,3
75205,45618,1
75206,97329,1
75207,21616,1
75208,134485,3
75209,165792,0
75210,60525,1
75211,96289,3
75212,26788,1
75213,74450,16
75214,3364,3
75215,44114,1
75216,140518,0
75217,163453,16
75218,108197,29
75219,37881,29
75220,162938,3
75221,135613,3
75222,139225,2
75223,129619,1
75224,63266,2
75225,55889,3
75226,4615,3
75227,89383,3
75228,34179,1
75229,132412,3
75230,116546,1
75231,68431,0
75232,30046,29
75233,63683,3
75234,19955,2
75235,56783,11
75236,152035,0
75237,9388,1
75238,28095,3
75239,127904,2
75240,46210,3
75241,110469,3
75242,120138,1
75243,75348,8
75244,42832,3
75245,49147,4
75246,138619,3
75247,47076,3
75248,42358,3
75249,66247,3
75250,49725,3
75251,141145,3
75252,32981,3
75253,98039,11
75254,5699,1
75255,87966,0
75256,19941,1
75257,89829,1
75258,97164,3
75259,89050,1
75260,133587,11
75261,33478,3
75262,165922,2
75263,127156,2
75264,128632,4
75265,82899,1
75266,106479,3
75267,72826,5
75268,144539,3
75269,128653,3
75270,51522,0
75271,81054,1
75272,57254,1
75273,36556,3
75274,70905,13
75275,124701,3
75276,158606,1
75277,107023,1
75278,76123,1
75279,91538,3
75280,26449,3
75281,67129,2
75282,391,0
75283,25840,5
75284,22883,1
75285,35480,3
75286,111336,1
75287,61572,3
75288,102554,4
75289,126377,3
75290,35948,1
75291,51244,11
75292,84882,3
75293,70081,1
75294,66671,4
75295,115710,0
75296,82198,2
75297,139,13
75298,38061,1
75299,136414,3
75300,27222,29
75301,96869,1
75302,5575,2
75303,48034,13
75304,154845,8
75305,96366,1
75306,147298,1
75307,20116,3
75308,118406,3
75309,108887,3
75310,158141,3
75311,156003,11
75312,143847,0
75313,133762,1
75314,32701,1
75315,76334,13
75316,59443,1
75317,138559,3
75318,149720,1
75319,88871,1
75320,102872,2
75321,62555,5
75322,84006,1
75323,74595,3
75324,150216,3
75325,90977,1
75326,72828,3
75327,108403,1
75328,95071,1
75329,29251,0
75330,77562,1
75331,153039,3
75332,91763,3
75333,7354,1
75334,1105,0
75335,136621,3
75336,99468,3
75337,130214,0
75338,86635,1
75339,130490,1
75340,152935,3
75341,117132,1
75342,109215,4
75343,25564,3
75344,90172,8
75345,60753,3
75346,87947,3
75347,128154,11
75348,74752,0
75349,17330,3
75350,136624,5
75351,44786,3
75352,147499,3
75353,117282,2
75354,24639,3
75355,14332,3
75356,33777,1
75357,38321,1
75358,109987,3
75359,136620,3
75360,108940,1
75361,3603,11
75362,137632,3
75363,50334,1
75364,119814,1
75365,15529,8
75366,29289,1
75367,5286,1
75368,160805,1
75369,155237,3
75370,74966,1
75371,118257,0
75372,30403,3
75373,90548,1
75374,62518,7
75375,129296,3
75376,109257,3
75377,61794,1
75378,42694,1
75379,62973,1
75380,117158,1
75381,47695,5
75382,30490,0
75383,93219,1
75384,80518,1
75385,146673,0
75386,105722,3
75387,82102,7
75388,85383,0
75389,62509,1
75390,112193,1
75391,160854,1
75392,144783,3
75393,113446,1
75394,13374,10
75395,32882,1
75396,72963,1
75397,155463,0
75398,17986,5
75399,106817,3
75400,80968,3
75401,48292,1
75402,90695,5
75403,58584,3
75404,20285,1
75405,48746,3
75406,120737,1
75407,51809,11
75408,129400,3
75409,131650,1
75410,26386,29
75411,133716,1
75412,146205,2
75413,55197,3
75414,63211,1
75415,43253,2
75416,105113,1
75417,71259,1
75418,12312,11
75419,66053,2
75420,107494,8
75421,147853,13
75422,123821,13
75423,82901,3
75424,162947,2
75425,160463,3
75426,79893,3
75427,77210,13
75428,82082,3
75429,73708,1
75430,24115,1
75431,149043,1
75432,89390,3
75433,16081,8
75434,130715,3
75435,56510,1
75436,28678,8
75437,165891,3
75438,80366,1
75439,5612,3
75440,160807,3
75441,17069,1
75442,90303,0
75443,159706,3
75444,90563,6
75445,95677,13
75446,114866,1
75447,56850,1
75448,39156,2
75449,107588,13
75450,167310,2
75451,66580,3
75452,129477,1
75453,98575,14
75454,24313,0
75455,159600,3
75456,53689,1
75457,58333,11
75458,45413,3
75459,124315,29
75460,139035,13
75461,111511,2
75462,86716,3
75463,4391,1
75464,23021,3
75465,119639,13
75466,33082,10
75467,50983,1
75468,5591,8
75469,107582,3
75470,136188,3
75471,2980,3
75472,44095,11
75473,159413,3
75474,47308,1
75475,139331,3
75476,22601,11
75477,164440,11
75478,33505,15
75479,65928,3
75480,88591,3
75481,112587,1
75482,94404,3
75483,167780,1
75484,86227,1
75485,92358,11
75486,35748,9
75487,50551,1
75488,70631,13
75489,136181,0
75490,69352,0
75491,134084,3
75492,77313,1
75493,149833,3
75494,23122,1
75495,62867,1
75496,130859,3
75497,109363,1
75498,138431,1
75499,10107,3
75500,39719,11
75501,28667,3
75502,33902,13
75503,75078,0
75504,104550,3
75505,162856,0
75506,113349,13
75507,156026,0
75508,155775,3
75509,162437,1
75510,31340,3
75511,3147,0
75512,102229,1
75513,159301,3
75514,107277,0
75515,5077,1
75516,59391,5
75517,9310,1
75518,118115,3
75519,47231,1
75520,96650,3
75521,50317,0
75522,50384,1
75523,71121,1
75524,22260,1
75525,30778,3
75526,13115,1
75527,105412,3
75528,58985,2
75529,155497,0
75530,71948,2
75531,86172,2
75532,30444,1
75533,41897,3
75534,126525,1
75535,80783,29
75536,26057,1
75537,34622,1
75538,27754,0
75539,71055,1
75540,41276,1
75541,123796,3
75542,71791,3
75543,115693,0
75544,113951,1
75545,73582,3
75546,161567,3
75547,167987,1
75548,47503,3
75549,69403,2
75550,8869,5
75551,78066,1
75552,87590,1
75553,100607,0
75554,56241,11
75555,3035,1
75556,3613,3
75557,55794,1
75558,65380,2
75559,141155,1
75560,138477,2
75561,115758,8
75562,80245,1
75563,100478,1
75564,46860,11
75565,54009,3
75566,104743,3
75567,99289,0
75568,113217,13
75569,71644,1
75570,142517,11
75571,138549,1
75572,38000,3
75573,58204,1
75574,103315,13
75575,37180,5
75576,152883,11
75577,1089,1
75578,85715,1
75579,64367,3
75580,57571,3
75581,93963,10
75582,116467,3
75583,60080,1
75584,112565,3
75585,20333,13
75586,102672,2
75587,26298,13
75588,157420,3
75589,98546,3
75590,101660,3
75591,132693,3
75592,92306,1
75593,166394,1
75594,141766,13
75595,82929,11
75596,135391,1
75597,60787,8
75598,35337,3
75599,136083,3
75600,66332,1
75601,162261,0
75602,75939,1
75603,47593,3
75604,274,2
75605,76524,1
75606,86961,11
75607,65286,1
75608,70430,29
75609,167797,0
75610,43056,0
75611,48042,1
75612,48804,2
75613,51883,1
75614,87828,1
75615,57294,11
75616,74611,1
75617,89257,1
75618,29569,0
75619,142516,3
75620,62290,3
75621,131722,3
75622,25650,0
75623,135388,3
75624,105265,0
75625,161871,3
75626,152098,3
75627,53529,2
75628,126584,1
75629,138903,11
75630,30228,3
75631,34530,5
75632,162560,3
75633,109781,11
75634,119147,7
75635,122218,11
75636,85032,2
75637,139997,0
75638,1480,1
75639,125817,4
75640,101710,3
75641,149699,1
75642,72340,3
75643,161409,0
75644,130982,3
75645,150521,3
75646,168062,3
75647,130936,3
75648,42236,1
75649,115561,7
75650,55499,1
75651,26091,11
75652,8965,1
75653,162063,3
75654,142601,5
75655,62478,3
75656,36403,1
75657,106749,1
75658,94020,2
75659,163593,3
75660,100149,3
75661,19141,15
75662,11128,0
75663,104737,1
75664,124785,4
75665,77729,1
75666,4217,1
75667,140180,1
75668,100141,13
75669,55888,1
75670,138626,3
75671,26303,1
75672,94123,1
75673,4443,3
75674,99495,3
75675,3689,1
75676,155468,1
75677,86263,3
75678,164786,1
75679,100829,3
75680,153547,3
75681,80859,0
75682,75430,9
75683,46885,1
75684,77163,1
75685,131224,2
75686,50461,1
75687,148316,0
75688,57193,3
75689,77625,13
75690,78389,1
75691,96899,1
75692,129817,6
75693,52061,2
75694,56736,3
75695,141472,0
75696,6781,1
75697,110246,3
75698,60267,3
75699,15375,1
75700,16942,1
75701,54731,0
75702,63394,1
75703,46868,11
75704,114766,3
75705,92028,3
75706,113158,1
75707,3593,13
75708,38304,1
75709,13684,1
75710,162283,2
75711,100821,2
75712,94679,1
75713,163170,3
75714,150978,3
75715,153193,11
75716,96313,2
75717,86417,0
75718,47232,3
75719,2548,3
75720,102386,2
75721,25033,0
75722,48259,0
75723,2176,5
75724,81713,3
75725,142504,3
75726,123760,11
75727,99544,3
75728,91971,5
75729,108640,1
75730,55820,2
75731,110674,3
75732,12943,3
75733,97987,3
75734,167221,7
75735,84585,1
75736,77994,2
75737,74193,1
75738,145375,2
75739,39619,11
75740,51277,0
75741,70895,0
75742,26973,1
75743,70601,3
75744,130076,1
75745,68217,1
75746,165373,0
75747,39889,3
75748,162954,1
75749,94989,1
75750,20522,13
75751,69219,2
75752,97206,1
75753,51975,1
75754,10159,1
75755,136748,1
75756,103023,0
75757,83430,8
75758,44215,1
75759,45572,5
75760,7696,6
75761,14095,3
75762,72946,3
75763,51225,3
75764,161884,1
75765,20619,3
75766,22172,11
75767,165417,1
75768,163017,3
75769,166627,2
75770,31662,3
75771,83445,3
75772,117032,3
75773,60312,3
75774,103089,3
75775,154117,13
75776,144483,1
75777,116389,1
75778,82316,4
75779,163262,0
75780,43924,3
75781,5122,29
75782,50711,4
75783,93699,3
75784,150407,1
75785,4926,1
75786,121846,1
75787,165112,6
75788,119577,3
75789,88206,3
75790,57168,3
75791,6233,3
75792,128067,3
75793,19124,0
75794,116724,18
75795,127033,3
75796,97494,1
75797,11088,5
75798,115721,0
75799,121932,0
75800,114870,1
75801,55515,11
75802,98792,16
75803,15548,1
75804,80139,3
75805,88440,1
75806,155199,9
75807,158208,11
75808,27716,1
75809,123745,1
75810,40889,3
75811,166859,1
75812,93545,3
75813,149541,1
75814,56528,0
75815,145028,1
75816,16562,0
75817,101038,3
75818,142182,1
75819,78656,1
75820,118437,3
75821,49205,1
75822,123734,1
75823,159274,1
75824,34457,3
75825,54999,1
75826,58676,3
75827,95313,8
75828,77429,1
75829,109042,3
75830,18050,0
75831,89945,1
75832,74309,1
75833,35918,11
75834,127711,1
75835,22276,1
75836,49480,1
75837,57081,1
75838,65668,3
75839,38483,3
75840,66445,2
75841,149751,1
75842,50295,8
75843,19439,3
75844,687,0
75845,133307,3
75846,168044,3
75847,58697,3
75848,99147,3
75849,10847,0
75850,3984,0
75851,109314,3
75852,77581,11
75853,33457,0
75854,65611,13
75855,18859,0
75856,18384,0
75857,163714,2
75858,138696,3
75859,103799,0
75860,86970,17
75861,131318,1
75862,68075,1
75863,82260,1
75864,69768,0
75865,25111,11
75866,46823,0
75867,140502,3
75868,145403,3
75869,110825,29
75870,81348,1
75871,47408,3
75872,32680,3
75873,46413,2
75874,75016,3
75875,3582,3
75876,118451,1
75877,161318,3
75878,163218,3
75879,140123,3
75880,39655,6
75881,159289,13
75882,57616,13
75883,48475,3
75884,120218,3
75885,36326,2
75886,132094,1
75887,146113,1
75888,89140,1
75889,103823,1
75890,62722,9
75891,160029,3
75892,122609,3
75893,141478,3
75894,132115,1
75895,2259,0
75896,166,13
75897,141006,1
75898,18199,0
75899,148332,1
75900,76269,13
75901,122412,1
75902,73452,11
75903,135584,1
75904,53304,3
75905,160522,3
75906,113865,1
75907,67231,1
75908,145223,1
75909,56849,1
75910,83034,1
75911,1969,1
75912,140406,11
75913,21373,2
75914,145211,1
75915,79522,1
75916,7245,1
75917,95557,2
75918,165013,3
75919,67374,1
75920,97839,1
75921,102658,11
75922,38492,3
75923,259,3
75924,20849,2
75925,113898,3
75926,4075,3
75927,67279,3
75928,107840,17
75929,42823,1
75930,40869,3
75931,24775,8
75932,145767,0
75933,61374,0
75934,148196,1
75935,7543,17
75936,124960,1
75937,107863,1
75938,128540,1
75939,160334,11
75940,109355,0
75941,130105,0
75942,40683,0
75943,45212,3
75944,70617,3
75945,68316,3
75946,50595,2
75947,113039,3
75948,113885,0
75949,81723,3
75950,152177,0
75951,95569,3
75952,63377,2
75953,29471,3
75954,22686,2
75955,116972,2
75956,19643,4
75957,119641,1
75958,145823,2
75959,2889,0
75960,29461,3
75961,140811,0
75962,64290,1
75963,15847,1
75964,93088,3
75965,161945,1
75966,12844,3
75967,40470,3
75968,95851,3
75969,43326,3
75970,125698,1
75971,124858,2
75972,117226,3
75973,24402,3
75974,35304,2
75975,119620,2
75976,142282,1
75977,22243,3
75978,2521,1
75979,96185,4
75980,70334,1
75981,40759,1
75982,4748,1
75983,167184,3
75984,26757,2
75985,11090,2
75986,125940,2
75987,72050,1
75988,119091,1
75989,74974,2
75990,56748,3
75991,45266,0
75992,39417,3
75993,119956,3
75994,23312,2
75995,41771,1
75996,7480,1
75997,30418,1
75998,62681,0
75999,67845,2
76000,151961,2
76001,98964,2
76002,126573,3
76003,110613,3
76004,128230,8
76005,140176,2
76006,102452,3
76007,8192,3
76008,143909,2
76009,12671,1
76010,88298,0
76011,161818,3
76012,78184,2
76013,100127,3
76014,84644,1
76015,48816,1
76016,159632,11
76017,44120,3
76018,164344,0
76019,60861,2
76020,123502,3
76021,51230,5
76022,146500,3
76023,166436,0
76024,61500,0
76025,83952,5
76026,14261,2
76027,76991,2
76028,17582,3
76029,127046,3
76030,90502,1
76031,111232,0
76032,17792,1
76033,24443,0
76034,10564,1
76035,120093,3
76036,36582,2
76037,27399,3
76038,153505,3
76039,66645,3
76040,65406,8
76041,165306,0
76042,20238,2
76043,3685,1
76044,85588,2
76045,7766,3
76046,60765,3
76047,15936,2
76048,102858,0
76049,75080,0
76050,83053,1
76051,77130,0
76052,134987,0
76053,8418,1
76054,106333,0
76055,61035,2
76056,4599,8
76057,143447,3
76058,78961,2
76059,8180,2
76060,85995,0
76061,132351,2
76062,83535,2
76063,8533,1
76064,108188,1
76065,85486,1
76066,157,3
76067,131699,0
76068,87238,0
76069,44099,3
76070,4906,1
76071,122606,3
76072,75850,1
76073,3699,4
76074,164993,3
76075,156864,2
76076,115900,3
76077,119930,1
76078,95424,11
76079,92285,2
76080,90730,1
76081,167358,1
76082,35964,2
76083,63619,3
76084,161245,2
76085,4607,3
76086,47052,3
76087,121761,3
76088,144323,2
76089,94586,2
76090,79560,3
76091,117222,3
76092,19641,2
76093,44566,3
76094,101191,1
76095,86340,2
76096,80028,0
76097,118058,3
76098,3618,2
76099,14896,1
76100,124403,3
76101,3481,1
76102,3460,2
76103,111832,2
76104,73823,2
76105,62153,3
76106,156795,1
76107,142885,3
76108,110061,3
76109,67640,5
76110,63720,3
76111,63068,3
76112,14036,2
76113,83779,1
76114,62687,4
76115,3486,3
76116,9233,0
76117,109892,2
76118,29265,11
76119,153158,1
76120,15502,1
76121,13971,4
76122,114640,0
76123,152209,5
76124,14118,3
76125,131881,1
76126,51592,2
76127,45742,3
76128,23911,3
76129,151778,29
76130,18489,13
76131,120126,1
76132,161285,3
76133,41665,1
76134,128862,2
76135,82962,2
76136,13587,3
76137,165173,3
76138,1628,0
76139,92105,0
76140,8565,2
76141,104381,1
76142,79627,2
76143,71708,3
76144,69811,2
76145,1005,0
76146,89622,3
76147,21023,0
76148,37806,1
76149,52055,11
76150,130151,3
76151,12712,2
76152,151364,11
76153,81913,0
76154,112081,3
76155,30205,2
76156,88067,3
76157,49782,5
76158,136522,1
76159,130249,3
76160,35201,3
76161,136638,4
76162,139914,2
76163,113008,3
76164,35152,1
76165,12234,3
76166,21334,3
76167,13947,0
76168,131954,1
76169,63323,2
76170,89756,2
76171,157026,1
76172,13872,3
76173,131066,2
76174,108531,3
76175,2768,5
76176,40219,3
76177,149800,3
76178,122743,0
76179,62829,0
76180,51841,4
76181,111628,2
76182,296,3
76183,143302,3
76184,127225,2
76185,28631,1
76186,57671,2
76187,130132,1
76188,13789,3
76189,124887,3
76190,94193,3
76191,33075,3
76192,70329,2
76193,147836,2
76194,1405,0
76195,60769,2
76196,57704,1
76197,155428,0
76198,79122,3
76199,39363,11
76200,3273,3
76201,29008,4
76202,153519,1
76203,46770,3
76204,47334,3
76205,34388,1
76206,35554,1
76207,6922,16
76208,73124,1
76209,139708,0
76210,123773,3
76211,103708,3
76212,132961,13
76213,42452,3
76214,165522,1
76215,98271,1
76216,55941,3
76217,24805,3
76218,124600,29
76219,23225,2
76220,128559,3
76221,101527,2
76222,143837,3
76223,40443,3
76224,118606,3
76225,36425,3
76226,16846,2
76227,119554,3
76228,64943,13
76229,138656,3
76230,152222,0
76231,111128,1
76232,155432,18
76233,51806,3
76234,90761,3
76235,38161,3
76236,16182,3
76237,32166,1
76238,29177,0
76239,93828,0
76240,48410,3
76241,55358,2
76242,101410,0
76243,61716,0
76244,44017,1
76245,162248,1
76246,167274,3
76247,101724,3
76248,69566,3
76249,15025,3
76250,154789,3
76251,108745,2
76252,33854,0
76253,120915,0
76254,151258,3
76255,95933,1
76256,159145,2
76257,55654,3
76258,151323,3
76259,145061,3
76260,17472,2
76261,114542,3
76262,135436,15
76263,82467,3
76264,93289,3
76265,159165,3
76266,2822,1
76267,128087,2
76268,38641,1
76269,42392,3
76270,51098,0
76271,2659,1
76272,3360,0
76273,23151,3
76274,10716,3
76275,2571,3
76276,22399,0
76277,7517,3
76278,126280,5
76279,59214,2
76280,114770,2
76281,73617,3
76282,343,2
76283,39122,3
76284,132112,3
76285,57669,0
76286,85775,5
76287,56156,3
76288,27198,13
76289,126363,29
76290,23210,3
76291,51824,2
76292,143225,0
76293,13867,3
76294,75208,0
76295,83356,3
76296,137801,3
76297,164202,3
76298,148079,1
76299,122694,3
76300,86759,29
76301,106927,0
76302,57791,0
76303,106469,3
76304,71829,0
76305,18877,3
76306,51955,3
76307,36694,3
76308,20856,0
76309,51813,3
76310,107420,1
76311,161939,0
76312,26272,3
76313,119141,2
76314,51799,3
76315,137419,3
76316,142702,3
76317,5973,3
76318,78062,1
76319,21561,0
76320,50807,2
76321,26763,0
76322,115543,3
76323,51608,2
76324,35257,3
76325,158042,0
76326,96591,0
76327,160705,3
76328,155272,2
76329,50519,3
76330,139639,0
76331,37169,3
76332,2919,1
76333,59683,2
76334,3563,2
76335,16908,3
76336,96427,3
76337,89279,3
76338,116408,0
76339,142419,2
76340,66472,3
76341,87848,2
76342,48753,3
76343,31463,3
76344,59326,1
76345,72215,2
76346,19952,1
76347,28880,11
76348,89819,3
76349,87113,1
76350,19320,3
76351,34054,2
76352,47578,2
76353,102612,13
76354,118522,0
76355,105916,1
76356,67567,3
76357,28302,2
76358,5985,1
76359,112633,2
76360,55340,0
76361,108972,2
76362,62274,3
76363,35001,1
76364,85006,3
76365,970,0
76366,64013,0
76367,8289,3
76368,83831,3
76369,9543,8
76370,20236,3
76371,20828,5
76372,62096,13
76373,136030,4
76374,41091,2
76375,155727,0
76376,97239,3
76377,25575,3
76378,46783,3
76379,57474,1
76380,26548,2
76381,138610,0
76382,157734,3
76383,39249,3
76384,139793,2
76385,11736,1
76386,110265,0
76387,19681,1
76388,161359,3
76389,90426,4
76390,81755,2
76391,17685,1
76392,111283,1
76393,103586,2
76394,161281,3
76395,30286,3
76396,163420,0
76397,48635,2
76398,2092,0
76399,4801,3
76400,21209,2
76401,140640,2
76402,16554,1
76403,81169,2
76404,110586,0
76405,13285,0
76406,63455,2
76407,163873,2
76408,73653,3
76409,151574,2
76410,168032,3
76411,7967,2
76412,44817,3
76413,23380,3
76414,59937,5
76415,66481,2
76416,132716,4
76417,156962,2
76418,15449,1
76419,134,3
76420,121472,0
76421,167979,3
76422,75648,3
76423,141137,3
76424,106653,2
76425,27366,3
76426,130157,3
76427,63513,3
76428,95525,1
76429,28167,3
76430,102864,2
76431,122135,2
76432,111226,1
76433,93030,3
76434,75159,2
76435,30934,9
76436,49340,3
76437,130566,3
76438,138880,3
76439,142233,3
76440,42444,3
76441,67365,1
76442,73376,3
76443,116843,2
76444,121175,2
76445,45046,1
76446,87871,3
76447,18182,0
76448,88374,3
76449,82480,0
76450,98449,3
76451,39506,0
76452,81709,4
76453,117418,3
76454,118191,3
76455,136248,3
76456,161165,2
76457,69402,0
76458,38673,3
76459,77888,3
76460,72177,3
76461,135817,0
76462,165749,1
76463,24454,2
76464,46072,3
76465,154395,3
76466,86274,2
76467,28481,3
76468,51324,0
76469,4222,1
76470,158015,15
76471,47478,3
76472,4061,8
76473,166009,1
76474,47525,0
76475,134097,1
76476,50490,1
76477,24438,3
76478,140021,2
76479,128776,3
76480,30662,1
76481,1820,3
76482,81482,3
76483,39286,0
76484,60663,3
76485,136145,3
76486,130432,2
76487,134643,2
76488,24830,0
76489,82493,3
76490,7166,3
76491,91287,3
76492,83660,3
76493,93667,2
76494,154881,3
76495,53728,2
76496,13493,1
76497,38964,3
76498,146740,2
76499,90472,3
76500,127725,8
76501,16143,1
76502,60978,2
76503,36717,3
76504,13652,0
76505,63956,1
76506,108022,0
76507,23449,3
76508,94443,3
76509,73940,2
76510,63399,0
76511,68004,3
76512,51684,3
76513,61986,2
76514,97099,0
76515,50006,9
76516,14084,3
76517,8754,3
76518,2244,0
76519,120833,3
76520,51236,2
76521,155803,3
76522,73419,3
76523,28229,1
76524,159474,2
76525,13073,2
76526,90860,3
76527,53403,2
76528,132300,2
76529,51475,15
76530,105471,3
76531,158977,3
76532,121670,16
76533,149206,1
76534,111092,2
76535,167554,0
76536,69648,2
76537,83801,11
76538,103287,0
76539,125901,2
76540,120688,1
76541,59260,3
76542,93224,0
76543,35535,2
76544,8354,2
76545,83571,3
76546,119767,1
76547,29329,1
76548,13843,1
76549,66372,1
76550,32089,2
76551,64440,1
76552,153333,0
76553,65258,3
76554,68810,3
76555,9122,5
76556,162078,3
76557,159741,3
76558,20440,3
76559,97951,1
76560,32652,3
76561,144010,2
76562,44328,1
76563,123428,2
76564,58292,1
76565,99689,3
76566,2374,2
76567,134192,1
76568,68044,0
76569,74192,2
76570,123577,2
76571,72464,5
76572,70320,3
76573,17196,0
76574,77785,4
76575,15027,3
76576,135600,3
76577,88619,1
76578,120640,13
76579,118753,3
76580,53792,2
76581,24520,3
76582,55514,2
76583,91521,2
76584,71279,3
76585,37087,3
76586,30632,2
76587,82521,2
76588,15989,3
76589,30868,1
76590,146899,3
76591,38915,0
76592,54414,3
76593,45821,11
76594,44491,3
76595,674,3
76596,149696,3
76597,1136,3
76598,101066,2
76599,130826,3
76600,142706,3
76601,133141,3
76602,46498,1
76603,124815,3
76604,97614,3
76605,84092,4
76606,160216,2
76607,96603,3
76608,23155,2
76609,38447,3
76610,77099,2
76611,47646,3
76612,49348,3
76613,114161,3
76614,159318,3
76615,126550,3
76616,22132,3
76617,125231,2
76618,164076,3
76619,24903,2
76620,16225,3
76621,85408,3
76622,120858,3
76623,107694,11
76624,60005,2
76625,42794,1
76626,104922,3
76627,165783,1
76628,28184,3
76629,13939,1
76630,2381,2
76631,46809,2
76632,37680,2
76633,18381,1
76634,56080,1
76635,83420,0
76636,161401,3
76637,164004,0
76638,104496,1
76639,13722,1
76640,9394,0
76641,85989,0
76642,50577,4
76643,8153,2
76644,101303,3
76645,48842,1
76646,157916,3
76647,82191,3
76648,64195,3
76649,43039,2
76650,112911,3
76651,96500,3
76652,93816,2
76653,24995,0
76654,106245,3
76655,19322,3
76656,126374,2
76657,19934,3
76658,32687,2
76659,70832,2
76660,90200,2
76661,81036,0
76662,73247,0
76663,6840,5
76664,71098,3
76665,58503,0
76666,32117,3
76667,114073,3
76668,8938,3
76669,4798,2
76670,93822,3
76671,149600,3
76672,4612,3
76673,79841,1
76674,77091,4
76675,52664,9
76676,164003,3
76677,87341,0
76678,87065,1
76679,11138,0
76680,38357,3
76681,66673,3
76682,18506,1
76683,105874,1
76684,135995,3
76685,29567,0
76686,78250,2
76687,77377,3
76688,167508,1
76689,1760,2
76690,91823,1
76691,162992,2
76692,3587,3
76693,76025,2
76694,114546,1
76695,46938,3
76696,21621,1
76697,92985,0
76698,11150,2
76699,130265,1
76700,120029,3
76701,112321,3
76702,20448,2
